target_id	length	eff_length	est_counts	tpm
NM_001001127.1	1904	1681.64	55	2.22501
NM_001001129.1	1479	1256.64	0	0
NM_001001131.1	843	620.713	15	1.644
NM_001001189.1	1509	1286.64	578.593	30.5927
NM_001001192.1	1296	1073.64	236.002	14.9541
NM_001001193.1	502	279.99	1	0.242973
NM_001001194.1	514	291.99	8	1.8639
NM_001001195.2	2523	2300.64	7096	209.83
NM_001001201.1	1193	970.638	49.0029	3.43452
NM_001001203.1	948	725.713	22	2.06234
NM_001001291.2	754	531.713	1	0.127945
NM_001001292.1	3971	3748.64	1	0.018148
NM_001001293.1	2057	1834.64	181.768	6.74013
NM_001001294.1	1705	1482.64	10	0.458845
NM_001001296.5	478	256.043	14621	3884.77
NM_001001298.1	1544	1321.64	0	0
NM_001001299.2	1624	1401.64	798	38.7319
NM_001001300.1	2054	1831.64	290.318	10.7829
NM_001001301.1	2162	1939.64	5.88725	0.206487
NM_001001302.1	5825	5602.64	8.62975	0.104787
NM_001001304.2	2221	1998.64	2559	87.1039
NM_001001305.3	2792	2569.64	0	0
NM_001001310.4	834	611.713	63	7.00639
NM_001001311.2	1592	1369.64	4049.61	201.145
NM_001001312.2	1725	1502.64	1263	57.1808
NM_001001313.2	1991	1768.64	77	2.96178
NM_001001314.2	1855	1632.64	1	0.0416688
NM_001001315.2	713	490.762	55596	7706.8
NM_001001316.1	1102	879.638	262.233	20.2808
NM_001001328.2	1251	1028.64	333.51	22.057
NM_001001337.1	1723	1500.64	4.24383	0.19239
NM_001001340.2	1393	1170.64	0	0
NM_001001341.1	1510	1287.64	7.6643	0.40493
NM_001001460.1	2089	1866.64	52.4337	1.91096
NM_001001461.1	1128	905.638	2	0.150237
NM_001001462.1	3002	2779.64	735.989	18.0129
NM_001001463.2	2538	2315.64	81.6149	2.39773
NM_001001464.1	2100	1877.64	19.0822	0.691383
NM_001001465.1	3613	3390.64	519.321	10.4197
NM_001001466.1	3187	2964.64	17.2786	0.396495
NM_001001467.1	1842	1619.64	818	34.3587
NM_001001468.1	2215	1992.64	3499	119.458
NM_001001469.1	3733	3510.64	263.839	5.11275
NM_001001470.1	1359	1136.64	280.455	16.7858
NM_001001471.1	2909	2686.64	2305	58.3664
NM_001001472.2	1711	1488.64	3588	163.97
NM_001001473.2	1681	1458.64	11.6228	0.54208
NM_001001527.1	522	299.99	1.57846	0.357954
NM_001001528.2	2949	2726.64	289	7.2106
NM_001001529.1	2178	1955.64	811	28.212
NM_001001530.1	2085	1862.64	13.4717	0.492035
NM_001001531.1	1642	1419.64	10541	505.133
NM_001001603.1	1197	974.638	0	0
NM_001001604.1	1128	905.638	8.25618	0.620192
NM_001001605.3	778	555.713	279.853	34.2595
NM_001001606.1	231	39.8726	0	0
NM_001001607.2	511	288.99	0	0
NM_001001608.2	604	381.893	1	0.178139
NM_001001609.2	655	432.809	0	0
NM_001001610.2	672	449.809	2	0.302485
NM_001001611.2	693	470.762	0	0
NM_001001613.1	1337	1114.64	33531.8	2046.56
NM_001001614.1	1132	909.638	159	11.8913
NM_001001615.1	3203	2980.64	194.552	4.44047
NM_001001616.1	2845	2622.64	0	0
NM_001001733.2	2136	1913.64	36.0907	1.28303
NM_001001741.1	676	453.809	0	0
NM_001001742.1	1408	1185.64	3	0.172135
NM_001001743.1	841	618.713	0	0
NM_001001744.1	2416	2193.64	0	0
NM_001001745.1	1114	891.638	27.9227	2.13044
NM_001001746.1	1128	905.638	0	0
NM_001001747.2	7804	7581.64	853.633	7.65966
NM_001001748.2	1506	1283.64	2451	129.898
NM_001001749.1	1686	1463.64	74.6821	3.47124
NM_001001750.2	1262	1039.64	107023	7003.21
NM_001001751.2	1637	1414.64	298	14.3309
NM_001001752.1	1756	1533.64	103.714	4.60063
NM_001001753.1	1824	1601.64	4	0.169901
NM_001001754.1	8460	8237.64	1.75176	0.0144668
NM_001001755.1	3537	3314.64	6.11526	0.125511
NM_001001756.1	1820	1597.64	68	2.89556
NM_001001757.1	2160	1937.64	8.18038	0.287212
NM_001001758.2	2675	2452.64	7.95163	0.220559
NM_001001759.1	3052	2829.64	42	1.00976
NM_001001760.1	2779	2556.64	85.4746	2.27441
NM_001001761.2	1669	1446.64	11	0.51729
NM_001001763.1	1737	1514.64	0	0
NM_001001764.1	1280	1057.64	58.9166	3.78967
NM_001001765.1	1196	973.638	227.436	15.8914
NM_001001766.1	978	755.638	267.721	24.1029
NM_001001767.2	2531	2308.64	2683.51	79.0768
NM_001001772.1	2182	1959.64	3.86626	0.13422
NM_001001773.1	2259	2036.64	8	0.267225
NM_001001774.1	3021	2798.64	9.33189	0.226842
NM_001001775.3	4041	3818.64	1.81665	0.0323641
NM_001001776.1	1289	1066.64	317.834	20.2714
NM_001001777.1	933	710.713	816.786	78.1836
NM_001001778.2	2409	2186.64	2108	65.5836
NM_001001779.1	652	429.852	0	0
NM_001001780.1	270	62.2139	1	1.09349
NM_001001781.1	790	567.713	1.37812	0.165143
NM_001001782.1	1930	1707.64	30.4707	1.21391
NM_001001783.1	556	333.927	5130	1045.12
NM_001001784.1	851	628.713	15.3031	1.65587
NM_001001785.1	2759	2536.64	432.127	11.5892
NM_001001858.2	905	682.713	11033.2	1099.42
NM_001001879.1	2405	2182.64	264	8.22855
NM_001001897.1	2145	1922.64	26.5307	0.938755
NM_001001899.1	2624	2401.64	914.3	25.899
NM_001001901.2	1644	1421.64	0	0
NM_001002242.1	1513	1290.64	958.471	50.5215
NM_001002856.1	495	272.99	4109.28	1024.05
NM_001003718.1	2496	2273.64	0	0
NM_001003797.1	2812	2589.64	13.9139	0.365521
NM_001004368.1	5336	5113.64	366	4.86914
NM_001004369.1	1460	1237.64	2903.82	159.617
NM_001004370.1	1678	1455.64	11	0.514092
NM_001004371.1	5423	5200.64	1054	13.7875
NM_001004372.1	910	687.713	492	48.6698
NM_001004373.1	1908	1685.64	170.329	6.87425
NM_001004374.2	610	387.893	0	0
NM_001004375.2	502	279.99	366	88.9283
NM_001004376.3	554	331.927	836	171.343
NM_001004378.2	1139	916.638	17336	1286.63
NM_001004379.1	883	660.713	17871	1840.08
NM_001004380.1	2870	2647.64	7004	179.965
NM_001004381.3	4991	4768.64	148	2.11139
NM_001004382.2	1675	1452.64	0	0
NM_001004383.1	2380	2157.64	22.5601	0.711318
NM_001004384.2	797	574.713	0	0
NM_001004385.1	2214	1991.64	0	0
NM_001004386.1	2737	2514.64	1925.38	52.0885
NM_001004387.1	3712	3489.64	47.6367	0.928672
NM_001004388.3	3410	3187.64	9464.41	201.988
NM_001004389.2	1814	1591.64	4259.13	182.045
NM_001004390.2	549	326.927	0	0
NM_001004391.1	2954	2731.64	7.39282	0.184115
NM_001004392.2	4918	4695.64	21.7976	0.315803
NM_001004393.1	705	482.762	10.2603	1.44586
NM_001004395.1	3967	3744.64	5	0.0908367
NM_001004396.1	1048	825.638	534	44
NM_001004397.1	1127	904.638	711.032	53.4706
NM_001004398.1	3220	2997.64	2.77299	0.0629317
NM_001004399.1	1158	935.638	854	62.0942
NM_001004400.2	1651	1428.64	1220.89	58.1373
NM_001004401.1	2950	2727.64	1949	48.6101
NM_001004402.1	3297	3074.64	8117	179.599
NM_001004403.2	1809	1586.64	4934	211.555
NM_001004404.2	2370	2147.64	104.88	3.32224
NM_001004405.2	3451	3228.64	151.265	3.18728
NM_001004406.1	1369	1146.64	41.7099	2.47465
NM_001004407.1	868	645.713	50	5.26783
NM_001004408.2	5951	5728.64	9	0.106879
NM_001004409.2	2576	2353.64	165.016	4.76966
NM_001004410.1	3452	3229.64	1032	21.7384
NM_001004411.1	1950	1727.64	30.4238	1.19801
NM_001004412.1	2716	2493.64	637	17.3783
NM_001004413.2	2784	2561.64	1252	33.2497
NM_001004414.2	528	305.959	13.8815	3.08655
NM_001004429.3	2846	2623.64	4869.25	126.258
NM_001004493.4	8330	8107.64	4.71408	0.0395552
NM_001004709.4	7946	7723.64	0	0
NM_001004765.2	1889	1666.64	0.5	0.0204094
NM_001004766.1	1728	1505.64	1055	47.6687
NM_001004767.1	2271	2048.64	284.171	9.4366
NM_001004768.1	2584	2361.64	810	23.3331
NM_001004769.1	1154	931.638	15.0165	1.09654
NM_001005345.1	2159	1936.64	241.558	8.48545
NM_001005346.1	2635	2412.64	620	17.4824
NM_001005347.2	2991	2768.64	29.9175	0.735124
NM_001005427.1	1891	1668.64	175	7.13472
NM_001005431.1	1437	1214.64	96.6905	5.4155
NM_001005571.1	1646	1423.64	36.906	1.7636
NM_001005616.1	3322	3099.64	2.98	0.0654043
NM_001005618.1	3887	3664.64	4854	90.1094
NM_001005791.1	1433	1210.64	373	20.9602
NM_001005796.2	2565	2342.64	1159.7	33.6776
NM_001005798.1	4026	3803.64	1985.91	35.519
