target_id	length	eff_length	est_counts	tpm
NM_001280678.1	552	308.161	162	40.6923
NM_001281925.1	634	380.939	167.037	33.9416
NM_001285876.1	834	571.02	20.7991	2.81947
NM_001286187.1	1110	845.523	336.112	30.7704
NM_001290408.1	830	567.134	6	0.818918
NM_001291139.1	4671	4406.52	19.5	0.342542
NM_001291140.1	4671	4406.52	19.5	0.342542
NM_001291520.1	4282	4017.52	1009.63	19.4527
NM_001293736.1	2063	1798.52	6.8461	0.294647
NM_001301748.1	4136	3871.52	1924.36	38.475
XM_004600099.2	4960	4695.52	30	0.494552
XM_004600101.2	2089	1824.52	277.846	11.7877
XM_004600104.2	2631	2366.52	173.539	5.67624
XM_004600106.2	1814	1549.52	3377	168.697
XM_004600110.2	5382	5117.52	10.0008	0.151269
XM_004600111.2	7707	7442.52	248.852	2.58819
XM_004600112.2	2780	2515.52	332	10.2161
XM_004600113.2	6730	6465.52	586	7.01567
XM_004600116.2	4584	4319.52	1263	22.633
XM_004600117.2	5632	5367.52	887	12.7916
XM_004600118.2	3291	3026.52	319.559	8.173
XM_004600119.2	4040	3775.52	874.155	17.922
XM_004600122.3	1286	1021.52	226	17.1252
XM_004600124.2	2122	1857.52	2	0.0833433
XM_004600126.2	8802	8537.52	11.2821	0.10229
XM_004600127.2	8714	8449.52	67.6301	0.619559
XM_004600128.2	1680	1415.52	0	0
XM_004600129.2	3277	3012.52	697.268	17.9161
XM_004600134.2	3956	3691.52	54	1.1323
XM_004600135.2	2791	2526.52	158.021	4.84136
XM_004600136.2	2646	2381.52	662	21.5168
XM_004600137.2	2111	1846.52	456.955	19.1555
XM_004600138.2	5001	4736.52	1193	19.4965
XM_004600140.2	6744	6479.52	23.5277	0.281068
XM_004600145.3	7206	6941.52	353.093	3.9374
XM_004600146.2	4518	4253.52	241.089	4.38735
XM_004600147.2	3462	3197.52	103.119	2.49632
XM_004600156.2	2914	2649.52	0	0
XM_004600157.2	8233	7968.52	14.9046	0.144783
XM_004600158.2	8206	7941.52	0	0
XM_004600160.2	7984	7719.52	81.0772	0.812986
XM_004600162.2	7895	7630.52	275.018	2.78986
XM_004600163.2	822	559.134	0	0
XM_004600165.2	3870	3605.52	425.966	9.14495
