target_id	length	eff_length	est_counts	tpm
NM_001280678.1	552	303.537	1	0.253907
NM_001281925.1	634	383.963	385.679	77.4145
NM_001285876.1	834	583.471	35.0461	4.6292
NM_001286187.1	1110	859.19	713.142	63.9694
NM_001290408.1	830	579.471	5	0.665004
NM_001291139.1	4671	4420.19	1.5	0.0261539
NM_001291140.1	4671	4420.19	1.5	0.0261539
NM_001291520.1	4282	4031.19	774.579	14.8087
NM_001293736.1	2063	1812.19	2.80865	0.119448
NM_001301748.1	4136	3885.19	1003.74	19.9111
XM_004600099.2	4960	4709.19	26	0.425513
XM_004600101.2	2089	1838.19	344.094	14.4269
XM_004600104.2	2631	2380.19	213.695	6.9194
XM_004600106.2	1814	1563.19	888	43.7811
XM_004600110.2	5382	5131.19	0	0
XM_004600111.2	7707	7456.19	357.254	3.69271
XM_004600112.2	2780	2529.19	418	12.7374
XM_004600113.2	6730	6479.19	508.876	6.05308
XM_004600116.2	4584	4333.19	659	11.721
XM_004600117.2	5632	5381.19	531	7.60504
XM_004600118.2	3291	3040.19	14	0.354906
XM_004600119.2	4040	3789.19	181.766	3.69703
XM_004600122.3	1286	1035.19	250	18.6125
XM_004600124.2	2122	1871.19	0	0
XM_004600126.2	8802	8551.19	0.000377013	3.39794e-06
XM_004600127.2	8714	8463.19	47.3482	0.431177
XM_004600128.2	1680	1429.19	0	0
XM_004600129.2	3277	3026.19	401.291	10.2199
XM_004600134.2	3956	3705.19	59	1.22723
XM_004600135.2	2791	2540.19	134.481	4.0802
XM_004600136.2	2646	2395.19	513	16.5068
XM_004600137.2	2111	1860.19	322.738	13.3714
XM_004600138.2	5001	4750.19	717.356	11.6388
XM_004600140.2	6744	6493.19	0	0
XM_004600145.3	7206	6955.19	290.829	3.22266
XM_004600146.2	4518	4267.19	216.292	3.90646
XM_004600147.2	3462	3211.19	14.9908	0.359786
XM_004600156.2	2914	2663.19	1	0.028939
XM_004600157.2	8233	7982.19	90.4469	0.873288
XM_004600158.2	8206	7955.19	33.4591	0.324153
XM_004600160.2	7984	7733.19	56.6103	0.564187
XM_004600162.2	7895	7644.19	290.484	2.92871
XM_004600163.2	822	571.471	0	0
XM_004600165.2	3870	3619.19	330.41	7.03604
XM_004600170.2	2808	2557.19	7	0.21097
XM_004600171.2	7949	7698.19	0.00345407	3.45802e-05
XM_004600172.2	1592	1341.19	515	29.5939
XM_004600174.2	915	664.412	15740.1	1825.81
